,text,label
389,encouraging clients consumers think past current consumer journey,Positive
390,dell desktops stock prices page naivasha,Neutral
391,dunno e thing going around called thought write first world problems,Negative
392,local giant grocery store shortly governor effectively shut montgomery,Positive
393,ur line supermarket alongside someone brought sick coughing child along,Negative
394,psychology consumer panic buying midst,Negative
395,kudos gratitude consumer protection us rep citing existing us federal law requiring cdc pay costs diagnostic testing anyone needed coronavirus,Extremely Positive
396,today crowded ever seen grocery store maybe people heard speech last fact waiting gain knowledge trump take zombie apocalypse looks better,Extremely Positive
397,genuinely understand point stockpiling toilet literally last thing would worst case scenario use food concerned,Extremely Negative
398,panicked stores food tylenol kids prices gov needs protect us gouged,Extremely Negative
399,convenience products kill answer complicated retail convenience store training,Extremely Negative
400,went regular commute traffic backups plenty people grocery store paper towels normal people seems like ordinary day northern,Positive
401,economic impact already china experiencing disruption industrial parts world like usa asia oil prices plunging dragging stock,Neutral
402,grocery panic buying trolley yet mood store people filling people waiting doors new,Extremely Negative
403,praveer sinha tata power says affected coal prices,Positive
404,store need disinfect payment door several times per day spray one comes work new,Extremely Negative
405,full since guyana declared first case nation pharmacies sellers cleaning agents quadrupled misinformation rampant public health ministry enough bring sense,Negative
406,pretty metal grocery store,Positive
407,private companies using crises extort times crises unethical consumer take note time,Negative
408,meat local supermarket yesterday packages end day portugal shameful needs important safe get us,Extremely Negative
409,everyone buying toilet paper canned food stuck going stock things love epsom salts,Extremely Positive
410,today mother tried barter chicken toilet paper local grocery sure proud,Negative
411,wander supermarket nice shop assistant dealing nothing shitehawks days,Positive
412,think online shopping great future fuck,Positive
413,bet elderly people maybe already struggling get shopping panic buying love random stranger stops take pic post online likes imagine,Positive
414,dont enough test designated trailers available quarantine even tell people save money stock market people self quarantine two weeks may need assistance food,Positive
415,fact get tested many places without answering yes contact anyone south would even ask everyone grocery store,Negative
416,going grocery store v dystopian like wanted broccoli left severe,Negative
417,week dad went grocery store followed around store man coughing entire,Neutral
418,got back major retail store majority water bottles,Neutral
